Id,Sentences,Aspects,Polarities
es_luis-candelas-zaragoza_comment-4502,"['Vuelta de vacaciones y  parece oportuno volver por donde acabamos_ si el último fue una buena experiencia.Excelente opción tanto en su menú a la brasa_ como sobre todo ese menú veraniego de arroz.', 'Hoy es la segunda vez que lo probamos y muy satisfecho de los tres arroces servidos_ el negro_ el de callos y el novedoso de rebozuelo.', 'Magnífica la atención de Ana y hoy la guinda fue un carajillo de ron_ como debe ser_ obra de una buena camarera.', 'Espero que no se olvide con el fin de verano_ un menú muy ajustado y sabroso.', 'En todo caso fue una buena vuelta a la rutina y al comienzo de curso. ']","['FOOD', 'SERVICE', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_luis-candelas-zaragoza_comment-4553,"['Excelente trabajo en la cocina_ a un precio muy interesante.', 'Trato exquisito_ comida sabrosa _ en un ambiente sin lujos pero con una relación calidad precio casi imposible de encontrar en Zaragoza.', 'Ana un lujo como jefa de sala_ Eduardo Orús un toque especial en los fogones.', 'Ingeniosos menús degustación que van cambiando con acierto.', 'Definitivamente un lugar para tener en cuenta cada semana. ']","['FOOD', 'FOOD', 'SERVICE', 'AMBIENCE', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive', 'neutral', 'positive', 'positive']"
es_luis-candelas-zaragoza_comment-4563,"['La atención ha sido buena_ la comida aceptable_ pero mi queja es con la reserva_ por internet_ sino me hubiera presentado personalmente hubiera tenido un chasco.', 'Estaba todo ocupado!!!.', 'Me hicieron hueco en unas mesas altas de la cafetería. ']","['SERVICE', 'FOOD', 'RESTAURANT']","['conflict', 'positive', 'positive']"
es_luis-candelas-zaragoza_comment-4570,"['La comida_muy buena.', 'El trato amable_y el servicio rápido.', 'El precio para los tiempos de crisis que atravesamos un poco por encima de nuestros presupuestos.', 'No obstante buena relación calidad precio.', 'Seguramente volveremos ']","['FOOD', 'SERVICE', 'RESTAURANT', 'RESTAURANT']","['positive', 'positive', 'conflict', 'positive']"
es_luis-candelas-zaragoza_comment-4630,"['Me gustó.', 'No lo conocía_ pero relación calidad-precio me pareció muy bien.', 'Por ponerle una pega_ el excesivo ruido _había mucha gente y en la sala resuena mucho y casi no podíamos escucharnos. ']","['RESTAURANT', 'FOOD', 'FOOD', 'AMBIENCE']","['positive', 'positive', 'positive', 'negative']"
es_luis-candelas-zaragoza_comment-4668,['Escriba aquí su comentario:Muy buen restaurante en relación calidad/precio y cantidad_ los callos insuperables_ personal muy atento y agradable. '],"['FOOD', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_luis-candelas-zaragoza_comment-4726,"['Escriba aquí su comentario…', 'Buena comida_ sobretodo los callos_ recomendable. ']","['FOOD', 'RESTAURANT']","['positive', 'positive']"
es_luis-candelas-zaragoza_comment-4854,"['Muy amable todo el personal_ limpio y la comida muy buena y con varios menus para elegir junto con la carta.', 'Volveremos ']","['SERVICE', 'AMBIENCE', 'FOOD', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive']"
es_luis-candelas-zaragoza_comment-4860,"['Escriba aquí su comentario…Buena relación calidad -precio.', 'Rapidez. ']","['FOOD', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_l_olive_25_GloriaFerranGatell_2011-10-03,['Buena cocina_ ambiente tranquilo y servicio esmerado.'],"['FOOD', 'AMBIENCE', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_l_olive_26_ManuelRodriguez_2011-10-03,"['De por si ya habiamos estado en rt L`olivé desde cuando estaba en la C/ Muntaner.', 'por eso regresamos cada vez que podemos por que vale la pena_ y si que es recomendable  A/t.', 'manuel hasta la proxima y gracias.']",['RESTAURANT'],['positive']
es_l_olive_28_JoseManuelArranzHernandez_2011-09-05,['Como Siempre fantastico_  Gran Servicio_ calidad extrema y precio en concordacia.'],"['RESTAURANT', 'SERVICE', 'FOOD', 'FOOD']","['positive', 'positive', 'positive', 'neutral']"
es_l_olive_29_J_2011-08-29,['Un valor seguro cuando consiste no sólo en comer fantásticamente_ si no en quedar bien con gente que está de visita en la ciudad.'],['RESTAURANT'],['positive']
es_l_olive_2_SandraAltafaja_2015-01-08,['Buen trato y buena comida'],"['SERVICE', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive']"
es_l_olive_30_Dexter_Fox_2011-08-13,"['Hola_ fuimos ayer dia 12-08-2011_ y realmente los platos son exquisitos.', 'Me encantó.', 'Sinceramente_ buenisimo_ sobretodo el solomillo con vino tinto buenisimo_ el mejor que he probado y personal muy amable.', 'Se está muy a gusto_ mi restaurante preferido de barcelona.']","['FOOD', 'RESTAURANT', 'SERVICE']","['positive', 'positive', 'positive']"
es_l_olive_31_JoseA,"['Nunca defrauda.', 'Los precios un poco altos_ pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.']","['RESTAURANT', 'RESTAURANT', 'FOOD', 'SERVICE']","['positive', 'negative', 'positive', 'positive']"
es_l_olive_32_MartaCapdevila_2011-07-17,['correcto y maxima comodidad.'],['RESTAURANT'],['positive']
es_l_olive_33_Pepe_2011-04-24,"['Me ha causado una gratisima impresión_ tanto en la calidad de sus productos como en el exquisito trato de su personal.', 'Repetiré cuando regrese por Barcelona y ya he recomendado a mis amigos.']","['FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive']"
es_l_olive_34_AntoniPratMontoy_2011-03-01,"['Calidad y servicio muy correctos.', 'Un buen restaurante dentro de la gama media/alta de Barcelona']","['FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive']"
es_l_olive_39_FranciscoDeHaro_2010-12-12,"['Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia_ etc...', 'Un carta amplia y con mucha variedad.', 'El servicio es atento y rápido_ sin ser en ningún momento agobiante.', 'Para recomendar.']","['AMBIENCE', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_l_olive_42_Manuel_2010-11-13,"['La calidad de la comida no  corresponde al precio_ además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.', 'Definitivamente no volveré_ al menos pagando yo.']","['FOOD', 'FOOD', 'AMBIENCE', 'RESTAURANT']","['negative', 'negative', 'negative', 'negative']"
es_l_olive_44_SergioChavesArnau_2010-10-22,['Se puede resumir en una palabra: Excelente'],['RESTAURANT'],['positive']
es_l_olive_45_LuciaGomezValenzuela_2010-09-18,"['Muy buena calidad de alimentos y muy bien cocinados.', 'Servicio rápido_ muy amables.', 'No le pongo un 10 por que es un poquito caro pero merece la pena ir.', 'Debe ser un sitio de referencia siempre.']","['FOOD', 'SERVICE', 'RESTAURANT', 'RESTAURANT']","['positive', 'positive', 'negative', 'positive']"
es_l_olive_47_EnricPorxas_2010-09-16,"['Fuimos por una recomedación y fue todo un acierto.', 'La xatonada y las croquetas una delicia.', 'De segundo recomiendo las gambas sobretodo si te invitan.', 'Buen servicio y buen ambiente.', 'Le doy un 8_5']","['RESTAURANT', 'FOOD', 'FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'negative', 'positive', 'positive']"
es_l_olive_48_EsteffyLi_2010-09-04,"['Siempre vamos cuando no sabemos adonde ir para cenar_ la comida esta bien y el precio en comparacion vale la pena .', 'El servicio y el trato son sin duda uno de los mejores de BCN_ y eso que he probado muchos restaurantes.', 'Algo que pueden mejorar?', 'El corte del jamon en lonchas mas finas!']","['FOOD', 'RESTAURANT', 'SERVICE', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive', 'negative', 'positive']"
es_l_olive_49_Eva_2010-03-27,"['Impecable_ calidad extraordinaria en cuanto al producto_ la presentación y el ""punto"".', 'El servicio lustroso_ impecable_ elegante.', 'Ninguna pega.']","['FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive']"
es_l_olive_4_AntonioSerranoPueyo_2014-09-27,"[""Como siempre_ L'Olivé es una valor seguro."", 'Cocina catalana y de mercado_ basada en una óptima calidad del producto.', 'Este restaurante goza de una homogeneidad envidiable.', 'Nunca les va a defraudar.', 'Siempre es de una excelencia insuperable.', 'El ambiente_ la comida_ el óptimo servicio y la magnífica relación calidad/precio.']","['RESTAURANT', 'FOOD', 'AMBIENCE', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive', 'positive', 'positive']"
es_l_olive_50_Toni_2010-03-09,"['Muy caro por la comida que ofrecen_ he comido igual o mejor en La Flauta_ El Asador de Aranda_ etc.', 'por mucho menos.', 'Un restaurante al que no pienso volver.']","['FOOD', 'RESTAURANT']","['negative', 'negative']"
es_l_olive_54_Anonimo_2009-12-23,['Nada que objetar a la comida_ ni a la decoración_ pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.'],"['FOOD', 'AMBIENCE', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'negative', 'conflict']"
es_l_olive_58_MaCarmen_2009-10-22,"['De lo mejor de Barcelona.', 'Todo excelente.', 'El precio es elevado pero lo vale.']","['RESTAURANT', 'RESTAURANT']","['positive', 'neutral']"
es_l_olive_59_PacoBalcells_2009-09-21,"['El local muy bien_ la calidad de la comida muy buena_ servicio  bueno_ pero la presentación de los platos_ ya que se lo cobra_ deja mucho que desear.', 'Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.']","['AMBIENCE', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'conflict', 'positive']"
es_l_olive_5_AntonioSerranoPueyo_2014-08-25,"[""Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable."", 'El producto siempre es de primera y de una homogeneidad envidiable.', 'Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.', 'Pescados impecables y de una cocción_ ya sea a la plancha o al horno_ siempre en su punto.', 'Unos postres para golosos_ destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.', 'La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.', 'El ambiente más que agradable y poco ruidoso.', 'Es un restaurante para repetir_ repetir y repetir.']","['FOOD', 'DRINKS', 'DRINKS', 'AMBIENCE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive']"
es_l_olive_60_Luisa_2009-09-07,"['Excelente !', 'Muy rica comida y muy buen servicio.']","['RESTAURANT', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
es_l_olive_61_Victor_2009-08-22,"['La comida es buena o muy buena diria_ el precio es carillo pero normal en esta zona de Barcelona_ ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.', 'por otro lado las mesas están demasiado juntas y hay mucho ruido.', 'Pasable.']","['FOOD', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'negative', 'negative', 'neutral']"
es_l_olive_63_Gonzalo_2009-08-04,"['Bien.', 'Buena cocina y servicio_ aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.', 'En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.', 'No es un chollo en cuanto a precio.']","['RESTAURANT', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'negative', 'negative']"
es_l_olive_67_Maarten_2009-05-23,"['Nos encantó_ llevamos clientes por el trabajo_ y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... qué decepción!!!', 'Trato pobre_ los precios de los platos no tienen sentido y el local tiene mucho ruido!', 'El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.']","['RESTAURANT', 'SERVICE', 'FOOD', 'AMBIENCE']","['negative', 'negative', 'negative', 'negative']"
es_l_olive_68_Anonimo_2009-05-06,"['La verdad es que resulta muy caro para lo que recibes.', 'Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo_ sinembargo me decepcionó muchísimo: comida recalentada_ mucho ruido_ mesas muy cerca_ trato frio y desagradable... ', 'No pienso volver.']","['RESTAURANT', 'FOOD', 'AMBIENCE', 'SERVICE', 'RESTAURANT']","['negative', 'negative', 'negative', 'negative', 'negative']"
es_l_olive_69_Mjose_2009-04-21,"['Mi preferido para celebraciones especiales desde hace muchos años.', 'Confío en él desde que estaba en la C/Muntaner.', 'Nunca me falla !!!']",['RESTAURANT'],['positive']
es_l_olive_6_DanielGarcia_2014-08-12,"['Comida aceptable a un precio algo elevado para lo que es.', 'Al restaurante le falta una renovación_ se ha quedado algo anticuado en todos los sentidos.']","['FOOD', 'FOOD', 'AMBIENCE', 'RESTAURANT']","['positive', 'negative', 'negative', 'negative']"
es_l_olive_70_Cristina_2009-02-03,['el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos_ impertinentes_ fue imposible disfrutar de la cena.'],"['AMBIENCE', 'FOOD', 'FOOD', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'negative', 'negative', 'neutral']"
es_l_olive_71_Joan_2008-07-30,"['Sin duda_ lo peor del restaurante es la decoración_ extrañamente alabada por algunos.', '¿Minimalista?', 'Impersonal_ lo peor que le puede pasar a un restaurante que quiere tener voz propia.', 'Por lo demás_ el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.', 'La comida bien en cuanto calidad y cantidad.', 'No se esperen platos extraordinarios_ pero son en su mayoria muy buenos (que no es poco).', 'Debe mejorar muy mucho su carta de vinos.', 'Total; buena comida_ con poca capacidad de sorpresa y bastante caro.']","['AMBIENCE', 'SERVICE', 'FOOD', 'DRINKS', 'FOOD', 'RESTAURANT']","['negative', 'positive', 'positive', 'negative', 'negative', 'neutral']"
es_l_olive_72_Lolive_2008-07-08,['Lo han repetido en varias opiniones: el ruido es insufrible!!'],"['AMBIENCE', 'RESTAURANT']","['negative', 'negative']"
es_l_olive_73_Jaime_2008-06-24,"['Me encantó el filete de vedella al foie_ en general le doy una puntuación de 9.', 'La carta que sale en internet tendrìa que ser mas extensa.']","['FOOD', 'FOOD', 'RESTAURANT']","['positive', 'negative', 'positive']"
es_l_olive_74_Claudia_2008-05-16,"['estuvimos ayer mi marido y yo para celebrar su cumpleaños.', 'Y la verdad que lo pasamos estupendo.', 'La comida muy pero muy buena_ áun me acuerdo del foie y de mangret de pato con salsa de fresa.', 'Me ha encantado.', 'Es verdad que los camareros van con mucha prisa_ pero a nosotros nos ha ido bien_ porque después de cenar teníamos que ir al teatro_ y aun así salimos del restaurante corriendo.']","['RESTAURANT', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
es_l_olive_76_Joan_2008-02-11,['no cuiden al client; sorollos_ un escandol_ ha perdut tot l´encant.¡un desastre!'],"['SERVICE', 'RESTAURANT']","['negative', 'negative']"
es_l_olive_78_Mathews_2007-12-07,['Comida con calidad correcta y en su justa proporcion y precio ay_ay_carta de vinos completa y bien_servicio profesional eficiente_peros:decoracion y ambiente casi retro_cobrar por pan que no pedi y servicio 2_20 €_por persona_pan de coca con tomate 3_20 €_excesivo_ los cafes a 2_00_todo mas impuestos no repetire.'],"['FOOD', 'RESTAURANT', 'DRINKS', 'SERVICE', 'AMBIENCE', 'FOOD', 'DRINKS', 'RESTAURANT']","['positive', 'negative', 'positive', 'positive', 'negative', 'negative', 'negative', 'neutral']"
es_l_olive_80_Cristina_2007-10-26,"['Uno de mis restaurantes preferidos.', 'Buen ambiente_ cocina excelente y decorado atractivo.']","['RESTAURANT', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
es_l_olive_83_Pablo_2007-04-27,"['Sobresaliente.', 'No entiendo cómo muchos comentarios lo catalogan de caro... ', 'Estamos hablando de un sitio muy fino situado en el cogollo barcelonés_ por tanto_ entiendo_ que se tiene que reflejar en el precio.', 'Calidad excelente_ carta extensísima_ servicio atento_ instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.', 'En definitiva_ no se lo pierdan.']","['RESTAURANT', 'RESTAURANT', 'AMBIENCE', 'FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
es_l_olive_85_Jordi_2007-01-17,"['Justito.', 'La comida no está mal pero por lo que dan es caro.', 'El local no está mal pero el ambiente es ruidoso.', 'Ideal para guiris o negocios pero yo nunca iría con mi novia o mis amigos.']","['FOOD', 'FOOD', 'AMBIENCE', 'RESTAURANT']","['positive', 'negative', 'negative', 'neutral']"
es_l_olive_86_Marian_2006-12-15,"['Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.', 'La relación calidad/precio es excelente teniendo en cuenta lo que hay por ahí.', 'Muy recomendable.']","['RESTAURANT', 'FOOD', 'FOOD']","['positive', 'positive', 'positive']"
es_l_olive_87_Mireia_2006-12-12,['El restaurante es bonito y la comida buena_ pero para mi gusto el precio es excesible en relación calidad precio.'],"['AMBIENCE', 'RESTAURANT', 'FOOD', 'RESTAURANT']","['positive', 'negative', 'positive', 'conflict']"
es_l_olive_88_Annna_2006-11-06,['Me habian recomendado este restaurante y la verdad es que valia la pena probar.'],['RESTAURANT'],['positive']
es_l_olive_93_Pilar_2006-09-04,['Muy buen trato por parte de todo el personal (correcto_ educado y profesional)_ la comida muy buena y un ambiente relajado en el comedor.'],"['SERVICE', 'FOOD', 'AMBIENCE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_l_olive_94_Manolo_2006-08-18,"['Sencillamente_ me ha encantado!', 'Lo recomiendo!!!!!']",['RESTAURANT'],['positive']
es_l_olive_95_Davidpollo_2006-07-22,['lo recomiendo_ se come muy bien calidad_ precio excelente que es lo importante_ buena bodega.'],"['FOOD', 'RESTAURANT', 'DRINKS', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive']"
es_l_olive_97_Joan_2006-06-28,"['Impecable.', 'Cocina_ platos y sobre todo el personal extraordinario_  y muy profesional.']","['RESTAURANT', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
es_cafe-meccano-gastrobar-zaragoza_comment-4185,"['!Me siento engañado!', 'Hice mi reserva llamando por teléfono_ si a las 22:00 y me comentan que el espectáculo comienza a 23:30.', 'Perfectamente claro en un cartel a la entrada a las 23:30 del sábado ” Las Posesas”.', 'Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común_ los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado_  pero no estaba mal hasta aquí todo correcto_ sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.', 'A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos_ antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.', 'Poseso me siento engañado reserve una cena con espectáculo y me fui una hora y media mas tarde sin ver el espectáculo_ pague 66€ por la cena de dos me podía haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engañaron no disfruté de ningúna actuación.', 'Ustedes valoren ']","['RESTAURANT', 'FOOD', 'FOOD', 'SERVICE', 'AMBIENCE', 'RESTAURANT']","['negative', 'neutral', 'negative', 'negative', 'negative', 'negative']"
es_cafe-meccano-gastrobar-zaragoza_comment-4480,"['Nosotros estuvimos de cena y lo pasamos francamente bien.', 'Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando están con la gente haciendose fotos son muy simpáticas.', 'La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.', 'Luego hemos ido más veces. ']","['RESTAURANT', 'AMBIENCE', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive', 'positive']"
es_cafe-meccano-gastrobar-zaragoza_comment-4821,"['Estuve con una amiga este viernes pasado_ se lo había recomendado porque ya había estado allí y me pareció un lugar diferente_ un sitio para cenar_ pasar un rato divertido_ tomar alguna copa y cenar algo_ bueno_ decepción total_ el ambiente del restaurante_ antes más innovador_ ahora se ha convertido en  un restaurante más.', 'Cenamos a la carta_ el stick tartar delicioso_ la carne; para el precio dura_ la atención muy buena_ el postre_ una degustación muy bueno_ en definitiva me pareció muy muy caro para lo que cenamos_ salimos a 60 € por cabeza.', 'Todo un exceso la verdad.', 'No pienso volver ']","['AMBIENCE', 'FOOD', 'SERVICE', 'RESTAURANT', 'FOOD', 'RESTAURANT']","['negative', 'negative', 'positive', 'negative', 'conflict', 'negative']"
es_cafe-meccano-gastrobar-zaragoza_comment-4825,"['Muy buen restaurante.', 'Sirven platos deliciosos_ ya sean nuevos o tradicionales.', 'El maître nos recomendó dos vinos_ un tinto y un blanco_ que resultaron un acierto.', 'El ambiente es agradable y el servicio_ rápido y atento.', 'Al servir los platos_ el encargado del local da sucintas y pertinentes explicaciones que se agradecen.', 'Con tantas virtudes me esperaba un cañazo al final de la cena familiar que celebramos allí.', 'Pero no fue así.', 'En total_ 190 euros para seis personas.', 'Un precio razonable_ en mi opinión.', 'Muy recomendable.', 'Volveremos. ']","['RESTAURANT', 'FOOD', 'DRINKS', 'AMBIENCE', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_0_Julia_2015-08-24,"['<->no es un restaurante ni un cafe de cocina mediterranea_ es un ""lugar"" donde tienen una mini carta de tapas _servidas en unas bandejas en las que dificilmente puedes usar como plato _ con una calidad media de las mismas_ y que para subsistir ofrecen un menu de nueve euros_ A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.', '<+>nada']","['FOOD', 'FOOD', 'RESTAURANT']","['negative', 'negative', 'negative']"
es_cafe_casa_lletres_12_NuriaTorres_2014-12-15,['el servicio muy correcto_ la comida muy buena exceoti el tiramisú_ que para mi gusto_ era amargo.'],"['SERVICE', 'FOOD', 'RESTAURANT']","['positive', 'conflict', 'positive']"
es_cafe_casa_lletres_13_GloriaMolinsPerez_2014-12-15,"['La amabilidad con que se nos trató fue exquisita.', 'La elaboración de los platos para el menú que efrecian de 20€_ excepcional.']","['SERVICE', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive']"
es_cafe_casa_lletres_14_AntoniPratsCapdevila_2014-12-15,['se esmeran en hacerlo bien'],['RESTAURANT'],['positive']
es_cafe_casa_lletres_1_Josu_2015-08-19,"['<->El menu reservado pot Internet_ no estaba_ eñ aire no funcionabs_ mucho calor_ el trato del encargado no correcto y la comida _ no buena_ ni en cantidad.', '<+>La camarera catalana que nos atendio.']","['FOOD', 'AMBIENCE', 'SERVICE', 'FOOD', 'RESTAURANT']","['negative', 'negative', 'negative', 'negative', 'negative']"
es_cafe_casa_lletres_20_NataliaArizcuren_2014-09-25,"['El restaurante_ fenomenal_ tanto la comida con el servicio.', 'La pena es que la oferta del 40% sobre la carta_ no era tal.', 'El descuento no se aplica a tapas (también en la carta)_ ni postres (tambien en la carta) ni bebidas (esto es normal).', 'Asi que el descuento es basicamente sobre segundos platos y ensaladas (pocas en el menu).', 'Para 6 personas_ pediomos 3 tapas_ 1 ensalada_ 6 segundos y 3 postres mas bebidas.', 'Nos salio a 28€ por persona (incluyendo el descuento en los segundos).', 'Si no se aplica descuento es un poco caro.', 'Y aunque la comida merece mucho la pena (asi como el servicio)_ el entorno_ local y terraza_ podría ser mejor.']","['FOOD', 'SERVICE', 'RESTAURANT', 'AMBIENCE', 'RESTAURANT']","['positive', 'positive', 'negative', 'neutral', 'neutral']"
es_cafe_casa_lletres_24_FerranEsquerdaPerez_2014-06-27,"['Calidad y precio muy razonables_ al tener el 30% en el menú (sólo comidas).', 'Los camareros muy atentos y la comida buena y suficiente.', 'Tampoco pedimos nada especial_ una arroz_ que estaba en su punto y se notaba que el pescado era de calidad.', 'La sangria de cava muy buena.', 'Se recomienda en sitio.']","['FOOD', 'SERVICE', 'FOOD', 'FOOD', 'DRINKS', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_25_ArturMirabetGea_2014-03-24,"['Buena calidad y correcta cantidad.', 'El ambiente es agradable y el servicio rápido y amable.']","['FOOD', 'FOOD', 'AMBIENCE', 'SERVICE', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_26_FrancescMoreno_2014-03-21,"['Agradable.', 'Muy buena atención.', 'Gonzalo_ el chef_ se encarga de generar un ambiente muy amigable.', 'La relación calidad-precio_ muy buena.']","['SERVICE', 'AMBIENCE', 'FOOD', 'FOOD', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_27_AnnaMariaTrias_2014-03-17,"['Comida buena.', 'Paella mixta exquisita.', 'A mejorar baños.', 'Local pequeño', 'No me gustó el olor del local.']","['FOOD', 'AMBIENCE', 'RESTAURANT']","['positive', 'negative', 'conflict']"
es_cafe_casa_lletres_28_FranciscoPetrone_2014-03-13,"['que sorpresa mas agradecida conocer el Cafe de la casa de les lletres.', 'El ambiente es unico_ el servicio muy atento y la comida un 10.', 'Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.', 'seguramente volveremos para comer en la terrazza_ o para desayunar el finde.', 'lo aconsejo']","['RESTAURANT', 'AMBIENCE', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_29_NuriaCoralEsteban_2014-03-02,"['Solo una crítica (constructiva)', 'En el apartado de ambiente todo muy correcto_ decoración_ música_ ambiente_ etc.', 'Excepto el ambientador utilizado en el local', 'Demasiado fuerte casi ofensivo', 'Desvirtúa la buena comida servida con esmero... a mejorar este punto.']","['AMBIENCE', 'FOOD', 'SERVICE', 'RESTAURANT']","['conflict', 'positive', 'positive', 'positive']"
es_cafe_casa_lletres_34_FrancescaVitullin_2014-01-12,"['fui con unos clientes erabamos 8 y nos encanto.', 'La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.', 'el servicio impecable.', 'tambien tienen salones privados para comidas de grupos.', 'lo tendre en cuenta para las proximas veces.', 'Lo recomiendo!!!']","['RESTAURANT', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive']"
es_cafe_casa_lletres_35_JoanLluisOlmoLorenzo_2014-01-12,"['Un sitio tranquilo con pocas mesas.', 'La comida no es de gran calidad pero es acorde con el precio.', 'Especialmente interesante con el descuento del 30%.']","['AMBIENCE', 'FOOD', 'FOOD', 'RESTAURANT', 'RESTAURANT']","['positive', 'neutral', 'positive', 'positive', 'neutral']"
es_cafe_casa_lletres_36_JoseAntonioLopezSanz_2014-01-04,['Ambiente muy tranquilo_ muy limpio_ los platos les faltaba un poco mas de comida_ para los precios elevados que tiene_ pero en definitiva todo muy correcto_ curiosa decoracion'],"['AMBIENCE', 'FOOD', 'FOOD', 'RESTAURANT']","['positive', 'negative', 'negative', 'positive']"
es_cafe_casa_lletres_37_Maria_2013-12-15,"['Llegamos a las 22.30 hora a la que teniamos la reserva_ y la única persona que habia en el restaurante_ un pakistaní que apenas hablaba castellano_ nos dijo que nuestra reserva era a las 21.30.', 'Cuando nosotros insistimos en que era a las 22.30 seguro_ disimulo mirando los papeles de la reserva_ y vimos como tenian imprimida nuestra hoja de reserva.', 'Mi marido le empezo a leer nuestros datos_ donde efectivamente aparecia la hora clarisima.', 'Él_ rápidamente cambio la hoja _ y nos quiso hacer creer que nos habian confundido con otra mesa que tenian a las 20.30.', 'Mentira todo_ deberian tener ganas de cerrar y no se quisieron quedar por una mesa de dos que encima venian con un dto del 30% y nos mintieron descaradisimamente.', 'Asi que nos tuvimos que ir a cenar a otro sitio_ y al rato nos llamo el mismo señor diciendo que si volviamos nos invitaria_deducimos que para evitar que le hagamos mala publicidad.', 'Evidentemente no volveremos ni nos creemos nada de esa invitacion.', 'Una verguenza todo.']","['SERVICE', 'RESTAURANT']","['negative', 'negative']"
